LOTE;UNIDAD;TIPO;MARCA;MODELO;ANHO;TRACC;COMB;KILOMETRAJE;ADJUDIC
103;BFE;SEDAN;RENAULT;SYMBOL EXPRESSION 1.6;2016;4x2;B;NULL;3700000
104;BFE;SEDAN;CHEVROLET;AVEO 1.4;2016;4x2;B;NULL;4100000
105;PARTICULARES;SEDAN;KIA MOTORS;OPTIMA EX 2.0 AUT;2013;4x2;B;NULL;5600000
106;AUTOMOTORAS;SEDAN;CITROËN;C ELYSEE VTI 1.6 AUT;2014;4x2;B;NULL;4500000
1;BFE;SUV/JEEP;FORD;EXPEDITION LTD 4X4 3.5 AUT;2017;4x4;B;NULL;16200000
2;PARTICULARES;SUV/JEEP;FORD;EXPLORER 4X4 3.5 AUT;2017;4x4;B;NULL;17800000
3;LEASING;SUV/JEEP;FORD;EXPLORER XLT 4X4 3.5 AUT;2017;4x4;B;NULL;11400000
4;PARTICULARES;SUV/JEEP;CHEVROLET;TAHOE LT 4WD 5.3;2015;4WD;B;NULL;13600000
5;LEASING;STATION WAGON;NISSAN;PATHFINDER ADVANCE 4X4 3.5;2016;4x4;B;NULL;9800000
6;LEASING;SUV/JEEP;FORD;EXPLORER LTD 4X4 3.5 AUT;2014;4x4;B;NULL;8900000
7;PARTICULARES;SUV/JEEP;FORD;EXPLORER 2.0 AUT;2014;4x2;B;NULL;8100000
8;PARTICULARES;SUV/JEEP;FORD;EDGE SEL AWD 3.5 AUT;2015;AWD;B;NULL;9800000
9;PARTICULARES;SUV/JEEP;NISSAN;PATHFINDER 4X4 3.5 AT;2014;4x4;B;NULL;7900000
10;AUTOMOTORAS;SUV/JEEP;CHEVROLET;CAPTIVA LT SA 2.4 AT;2016;4x2;B;NULL;8000000
11;AUTOMOTORAS;SEDAN;PEUGEOT;508 ALLURE 1.6 AT;2018;4x2;B;NULL;10600000
12;LEASING;SEDAN;HYUNDAI;ELANTRA GLS 1.6 AT;2018;4x2;B;NULL;8900000
13;AUTOMOTORAS;STATION WAGON;MAZDA;NEW 6 GT 2.5 AUT;2017;4x2;B;NULL;10700000
14;PARTICULARES;HATCHBACK;MINI;F55 COOPER 1.5;2017;4x2;B;NULL;8800000
15;AUTOMOTORAS;HATCHBACK;SUZUKI;SWIFT HB 1.2;2019;4x2;B;NULL;7000000
16;LEASING;SEDAN;HYUNDAI;ACCENT RB GL CVT 1.4;2018;4x2;B;NULL;6800000
17;AUTOMOTORAS;SUV/JEEP;CHEVROLET;TRACKER LT 1.8;2016;4x2;B;NULL;7500000
18;AUTOMOTORAS;SUV/JEEP;NISSAN;X TRAIL SENSE 2.5 AUT;2015;4x2;B;NULL;7700000
19;AUTOMOTORAS;SUV/JEEP;NISSAN;X TRAIL S 2.5 AUT;2014;4x2;B;NULL;5400000
20;AUTOMOTORAS;SUV/JEEP;NISSAN;XTRAIL S 2.5;2014;4x4;B;NULL;5600000
21;BFE;SUV/JEEP;SUZUKI;GRAND NOMADE SPORT 2.4;2016;4x4;B;NULL;6500000
22;PARTICULARES;SUV/JEEP;HYUNDAI;NEW TUCSON 2.0;2013;4x2;D;NULL;7000000
23;AUTOMOTORAS;HATCHBACK;PEUGEOT;208 ALLURE BLUEHDI 1.6;2018;4x2;D;NULL;6700000
24;AUTOMOTORAS;HATCHBACK;PEUGEOT;208 ALLURE BLUEHDI 1.6;2018;4x2;D;NULL;6900000
25;AUTOMOTORAS;HATCHBACK;PEUGEOT;208 ALLURE BLUEHDI 1.6;2018;4x2;D;NULL;7600000
26;AUTOMOTORAS;HATCHBACK;PEUGEOT;208 ALLURE 1.6;2018;4x2;D;NULL;6800000
27;AUTOMOTORAS;HATCHBACK;PEUGEOT;208 GT LINE 1.2 AUT;2016;4x2;B;NULL;5900000
28;AUTOMOTORAS;HATCHBACK;PEUGEOT;208 GT LINE 1.2 AUT;2016;4x2;B;NULL;5900000
29;AUTOMOTORAS;SEDAN;PEUGEOT;301 ACTIVE VTI 1.6 AUT;2018;4x2;B;NULL;5800000
30;AUTOMOTORAS;SEDAN;PEUGEOT;301 ACTIVE VTI 1.6 AUT;2018;4x2;B;NULL;5900000
31;AUTOMOTORAS;SEDAN;PEUGEOT;301 ACTIVE VTI 1.6 AUT;2018;4x2;B;NULL;5800000
32;BFE;SEDAN;CHEVROLET;CRUZE LTZ 1.4 AT;2017;4x2;B;NULL;7300000
33;BFE;HATCHBACK;CHEVROLET;CRUZE LT HB 1.4;2017;4x2;B;NULL;7000000
34;LEASING;SEDAN;HYUNDAI;GRAND I10 BA GLS 1.2 AT;2018;4x2;B;NULL;6500000
35;AUTOMOTORAS;HATCHBACK;PEUGEOT;208 ACTIVE 1.2;2017;4x2;B;NULL;5800000
36;AUTOMOTORAS;HATCHBACK;PEUGEOT;208 ACTIVE 1.2;2017;4x2;B;NULL;6000000
37;BFE;MOTOS;BMW;F800GS 798CC;2016;-;B;NULL;5300000
38;BFE;MOTOS;BMW;F800GS 798CC;2015;-;B;NULL;5200000
39;BFE;MOTOS;BMW;R1200GS 1170 CC;2016;-;B;NULL;5800000
40;BFE;MOTOS;BMW;R1200 GS II 1170 CC;2016;-;B;NULL;5600000
41;BFE;MOTOS;BMW;R1200GS ADV;2016;-;B;NULL;7500000
42;LEASING;CAMIONETA;FORD;F150 XLT 4X4 5.0 AUT;2015;4x4;B;NULL;9900000
43;LEASING;CAMIONETA;NISSAN;NP300 DCAB 2.3;2017;4x2;D;NULL;7100000
44;LEASING;CAMIONETA;NISSAN;NP300 DCAB 4X4 2.3;2016;4x4;D;NULL;9400000
45;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.4;2017;4x4;D;NULL;8000000
46;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.4;2017;4x4;D;NULL;8000000
47;PARTICULARES;CAMIONETA;FORD;F150 XLT 3.7 AUT;2015;4x2;B;NULL;7600000
48;LEASING;CAMIONETA;TOYOTA;HILUX D CAB 4X4 3.0;2016;4x4;D;NULL;7200000
49;LEASING;CAMIONETA;TOYOTA;HILUX D CAB TDI 4X4 3.0;2016;4x4;D;NULL;7500000
50;LEASING;CAMIONETA;TOYOTA;HILUX D CAB TDI 4X4 3.0;2016;4x4;D;NULL;7500000
51;LEASING;CAMIONETA;TOYOTA;HILUX D CAB 4X4 3.0;2016;4x4;D;NULL;7300000
52;LEASING;CAMIONETA;TOYOTA;HILUX D CAB 4X4 3.0;2016;4x4;D;NULL;8100000
53;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.4;2016;4x4;D;NULL;7600000
54;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRM 4X4 2.4;2016;4x4;D;NULL;7800000
55;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CR 2.4;2016;4x2;D;NULL;6800000
56;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI SR 4X4 2.5;2015;4x4;D;NULL;6400000
57;LEASING;CAMIONETA;TOYOTA;HILUX 2.5;2015;4x4;D;NULL;7300000
58;LEASING;CAMIONETA;TOYOTA;HILUX D CAB 2.5;2015;4x2;D;NULL;6100000
59;LEASING;CAMIONETA;TOYOTA;HILUX D CAB TDI 4X4 3.0;2014;4x4;D;NULL;7700000
60;LEASING;CAMIONETA;TOYOTA;HILUX 4X4 2.5;2014;4x4;D;NULL;6000000
61;LEASING;CAMIONETA;TOYOTA;HILUX 3.0;2013;4x4;D;NULL;6100000
62;BFE;CAMIONETA;SSANGYONG;ACTYON 2.0;2014;4x2;D;NULL;6800000
63;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA 2.5;2013;4x4;D;NULL;5300000
64;BFE;CAMIONETA;NISSAN;TERRANO D CAB 4X4 2.5;2013;4x4;D;NULL;5200000
65;BFE;CAMIONETA;MITSUBISHI;L200 KATANA D CAB 4X4;2012;4x4;D;NULL;5100000
66;BFE;CAMIONETA;NISSAN;NAVARA LE 2.5;2012;4x2;D;NULL;4700000
67;BFE;CAMIONETA;FIAT;STRADA ADVENTURE DCAB 1.6;2016;4x2;B;NULL;5200000
68;BFE;CAMIONETA;ZNA;RICH DCAB 2.4;2017;4x2;B;NULL;3500000
69;LEASING;FURGON;VOLKSWAGEN;TRANSPORTER;2014;4x2;D;NULL;4800000
70;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2017;4x2;D;NULL;4700000
71;LEASING;FURGON;PEUGEOT;PARTNER VU HDI 1.6;2017;4x2;D;NULL;4800000
72;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2016;4x2;D;NULL;4600000
73;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2016;4x2;D;NULL;4600000
74;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2016;4x2;D;NULL;4200000
75;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2016;4x2;D;NULL;4000000
76;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2016;4x2;D;NULL;3500000
77;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2016;4x2;D;NULL;3800000
78;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2015;4x2;D;NULL;3400000
79;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2015;4x2;D;NULL;3100000
80;LEASING;FURGON;PEUGEOT;PARTNER ORIGIN VU HDI 1.6;2012;4x2;D;NULL;2700000
81;PARTICULARES;STATION WAGON;CITROËN;C4 PICASSO HDI 1.6;2014;4x2;D;NULL;5400000
82;LEASING;SUV/JEEP;SUZUKI;GRAND VITARA GLX SPORT 4X4 2.4;2014;4x4;B;NULL;5000000
83;PARTICULARES;SUV/JEEP;SUZUKI;GRAND NOMADE GLX SPORT 2.4;2013;4x2;B;NULL;5000000
84;PARTICULARES;SUV/JEEP;DODGE;DURANGO LUX AWD 3.6 AUT;2011;AWD;B;NULL;7500000
85;BFE;SUV/JEEP;HYUNDAI;SANTA FE GLS 2.4;2015;4x2;B;NULL;3000000
86;PARTICULARES;SUV/JEEP;CHERY;TIGGO DVVT 1.6;2015;4x2;B;NULL;4200000
87;PARTICULARES;STATION WAGON;SUBARU;OUTBACK 2.5 AWD AT;2007;AWD;B;NULL;2700000
88;PARTICULARES;SEDAN;NISSAN;ALTIMA SENSE 2.5 AUT;2014;4x2;B;NULL;4500000
89;PARTICULARES;HATCHBACK;FORD;NEW FOCUS 2.0;2013;4x2;B;NULL;4500000
90;PARTICULARES;SEDAN;MAZDA;6 V 2.0;2011;4x2;B;NULL;4500000
91;BFE;SEDAN;HYUNDAI;SONATA GL 2.0;2012;4x2;B;NULL;4400000
92;BFE;SEDAN;CHEVROLET;SAIL 1.5;2018;4x2;B;NULL;4500000
93;AUTOMOTORAS;SEDAN;NISSAN;SENTRA 2.0 AUT;2013;4x2;B;NULL;3900000
94;LEASING;SEDAN;RENAULT;SYMBOL EXPRESSION 1.6;2017;4x2;B;NULL;3800000
95;LEASING;SEDAN;RENAULT;SYMBOL EXPRESSION 1.6;2017;4x2;B;NULL;3800000
96;BFE;SEDAN;RENAULT;SYMBOL EXPRESSION 1.6;2016;4x2;B;NULL;3100000
97;LEASING;SEDAN;RENAULT;SYMBOL 1.6;2016;4x2;B;NULL;3500000
98;BFE;SEDAN;RENAULT;SYMBOL EXPRESSION 1.6;2015;4x2;B;NULL;3600000
99;BFE;SEDAN;RENAULT;SYMBOL EXPRESSION 1.6;2015;4x2;B;NULL;3600000
100;BFE;HATCHBACK;SUZUKI;ALTO 800;2017;4x2;B;NULL;2900000
101;BFE;HATCHBACK;SUZUKI;ALTO 800;2017;4x2;B;NULL;2600000
102;BFE;HATCHBACK;SUZUKI;ALTO 800;2017;4x2;B;NULL;2600000
103;BFE;SEDAN;CHEVROLET;OPTRA II LS 1.6;2013;4x2;B;NULL;2800000
1;AUTOMOTORAS;STATION WAGON;SUBARU;NEW XV AWD CVT 2.0I;2019;AWD;B;NULL;13000000
2;PARTICULARES;CAMIONETA;FORD;F150 PLATINUM 4X4 3.5 AUT;2016;4x4;B;NULL;15300000
3;PARTICULARES;HATCHBACK;BMW;120I SPORT LCI 1.6 AUT;2017;4x2;B;NULL;12200000
4;PARTICULARES;SUV/JEEP;MITSUBISHI;MONTERO SPORT G2 2.5;2016;4x2;D;NULL;9800000
5;PARTICULARES;SUV/JEEP;CHEVROLET;TRACKER LT 1.8;2016;4x2;B;NULL;6800000
6;BFE;STATION WAGON;CHEVROLET;SPIN LTZ 1.8 AT;2017;4x2;B;NULL;5500000
7;LEASING;SUV/JEEP;MAZDA;CX 9 GTX 4X4 3.7 AT;2014;AWD;B;NULL;9600000
8;PARTICULARES;SUV/JEEP;FORD;EDGE 4X4 3.5 AUT;2015;AWD;B;NULL;9000000
9;PARTICULARES;SUV/JEEP;NISSAN;QASHQAI SENSE 2.0;2016;4x2;B;NULL;7300000
10;PARTICULARES;STATION WAGON;CHEVROLET;ORLANDO LS 2.0;2014;4x2;D;NULL;6300000
12;LEASING;SEDAN;HYUNDAI;ELANTRA GLS 1.6 AT;2018;4x2;B;NULL;9600000
13;PARTICULARES;SEDAN;PEUGEOT;508 GT HDI 2.2 AT;2015;4x2;D;NULL;8500000
14;LEASING;SEDAN;HYUNDAI;ACCENT RB GL CVT 1.4;2018;4x2;B;NULL;7500000
15;LEASING;SEDAN;VOLKSWAGEN;BORA TDI ADVANCE 2.0 AUT;2017;4x2;D;NULL;7500000
16;BFE;SEDAN;CITROËN;C ELYSSE HDI 1.6;2017;4x2;D;NULL;5500000
17;PARTICULARES;SUV/JEEP;MITSUBISHI;ASX GLX 2.0 AUT;2014;4x2;B;NULL;7000000
18;AUTOMOTORAS;SEDAN;PEUGEOT;301 ACTIVE VTI 1.6 AUT;2018;4x2;B;NULL;5800000
19;AUTOMOTORAS;SEDAN;PEUGEOT;301 ACTIVE VTI 1.6 AUT;2018;4x2;B;NULL;5800000
20;AUTOMOTORAS;SEDAN;PEUGEOT;301 ACTIVE VTI 1.6 AUT;2018;4x2;B;NULL;5600000
21;AUTOMOTORAS;SEDAN;PEUGEOT;301 VTI 1.6 AUT;2017;4x2;B;NULL;5100000
22;AUTOMOTORAS;HATCHBACK;PEUGEOT;208 ALLURE BLUEHDI 1.6;2018;4x2;D;NULL;7800000
23;AUTOMOTORAS;HATCHBACK;PEUGEOT;208 ALLURE BLUEHDI 1.6;2018;4x2;D;NULL;7800000
24;AUTOMOTORAS;HATCHBACK;PEUGEOT;208 ALLURE BLUEHDI 1.6;2018;4x2;D;NULL;7500000
25;AUTOMOTORAS;HATCHBACK;PEUGEOT;208 ALLURE BLUEHDI 1.6;2018;4x2;D;NULL;7500000
26;AUTOMOTORAS;HATCHBACK;CITROËN;C4 CACTUS HB 1.2;2017;4x2;B;NULL;7500000
27;AUTOMOTORAS;HATCHBACK;PEUGEOT;208 ACTIVE 1.2;2017;4x2;B;NULL;5900000
28;AUTOMOTORAS;HATCHBACK;PEUGEOT;208 ACTIVE 1.2;2017;4x2;B;NULL;5900000
29;PARTICULARES;HATCHBACK;PEUGEOT;208 ACTIVE HDI 1.4;2016;4x2;D;NULL;6400000
30;AUTOMOTORAS;HATCHBACK;PEUGEOT;208 GT LINE 1.2 AUT;2016;4x2;B;NULL;6300000
31;AUTOMOTORAS;HATCHBACK;PEUGEOT;208 GT 1.2;2016;4x2;B;NULL;6300000
32;PARTICULARES;HATCHBACK;MAZDA;3 SPORT HB 2.0;2016;4x2;B;NULL;7100000
33;BFE;SEDAN;FORD;FUSION 2.5 AUT;2014;4x2;B;NULL;5500000
34;PARTICULARES;HATCHBACK;HYUNDAI;GRAND I10 BA GLS 1.2;2017;4x2;B;NULL;5300000
35;PARTICULARES;CAMIONETA;FORD;F 250 4X4 6.7;2013;4x4;D;NULL;18800000
36;LEASING;CAMIONETA;NISSAN;NP300 DCAB 4X4 2.3;2016;4x4;D;NULL;8700000
37;LEASING;CAMIONETA;NISSAN;NP300 DCAB 4X4 2.3;2016;4x4;D;NULL;8300000
38;LEASING;CAMIONETA;NISSAN;NP300 2.3;2016;4x4;D;NULL;9900000
39;BFE;CAMIONETA;NISSAN;NP300 DCAB 2.5;2016;4x2;B;NULL;6000000
40;BFE;CAMIONETA;NISSAN;NP300 DCAB 2.5;2016;4x2;B;NULL;6000000
41;BFE;CAMIONETA;NISSAN;NP300 DCAB 2.5;2016;4x2;B;NULL;6000000
42;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.4;2017;4x4;D;NULL;8300000
43;LEASING;CAMIONETA;TOYOTA;HILUX TDI 4X4 2.8;2016;4x4;D;NULL;9200000
44;LEASING;CAMIONETA;TOYOTA;HILUX D CAB TDI 4X4 3.0;2016;4x4;D;NULL;10200000
45;LEASING;CAMIONETA;TOYOTA;HILUX D CAB 4X4 3.0;2016;4x4;D;NULL;10300000
46;LEASING;CAMIONETA;TOYOTA;HILUX D CAB 4X4 3.0;2016;4x4;D;NULL;9000000
47;LEASING;CAMIONETA;TOYOTA;HILUX D CAB 4X4 3.0;2016;4x4;D;NULL;10300000
48;LEASING;CAMIONETA;TOYOTA;HILUX D CAB TDI 4X4 3.0;2016;4x4;D;NULL;8500000
49;LEASING;CAMIONETA;VOLKSWAGEN;AMAROK TRENDLINE TDI 4X4 2.0 AUT;2014;AWD;D;NULL;6500000
50;LEASING;CAMIONETA;VOLKSWAGEN;AMAROK TRENDLINE TDI 4X4 2.0 AUT;2013;AWD;D;NULL;7400000
51;PARTICULARES;CAMIONETA;MITSUBISHI;NEW L200 WORK CR 2.4;2016;4x2;D;NULL;6700000
52;PARTICULARES;CAMIONETA;CHEVROLET;D MAX II 2.5;2015;4x4;D;NULL;8300000
53;LEASING;CAMIONETA;NISSAN;NAVARA SE 2.5;2015;4x2;D;NULL;6300000
54;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI SRV 4X4 3.0;2015;4x4;D;NULL;6100000
55;LEASING;CAMIONETA;TOYOTA;HILUX D CAB 4X4 2.5;2015;4x4;D;NULL;8800000
56;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI SR 4X4 2.5;2015;4x4;D;NULL;7300000
57;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI SR 4X4 2.5;2015;4x4;D;NULL;7000000
60;LEASING;CAMIONETA;TOYOTA;HILUX D CAB TDI 4X4 3.0;2014;4x4;D;NULL;8500000
61;LEASING;CAMIONETA;TOYOTA;HILUX D CAB TDI 4X4 3.0;2014;4x4;D;NULL;7900000
62;LEASING;CAMIONETA;TOYOTA;HILUX D CAB TDI 4X4 3.0;2014;4x4;D;NULL;7900000
64;LEASING;CAMIONETA;TOYOTA;HILUX 3.0;2013;4x4;D;NULL;7300000
66;LEASING;CAMIONETA;FIAT;STRADA WORKING 1.4;2013;4x2;B;NULL;4000000
67;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2017;4x2;D;NULL;5200000
68;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2017;4x2;D;NULL;5200000
69;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2017;4x2;D;NULL;5100000
70;LEASING;FURGON;CITROËN;BERLINGO HDI 1.6;2018;4x2;D;NULL;5300000
71;LEASING;FURGON;CITROËN;BERLINGO B9 C HDI 1.6;2017;4x2;D;NULL;5000000
72;LEASING;FURGON;CITROËN;BERLINGO HDI 1.6;2017;4x2;D;NULL;5000000
73;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2016;4x2;D;NULL;5100000
74;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2016;4x2;D;NULL;5100000
75;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2016;4x2;D;NULL;5100000
76;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2016;4x2;D;NULL;4800000
77;LEASING;FURGON;CITROËN;BERLINGO HDI 1.6;2016;4x2;D;NULL;5000000
78;LEASING;FURGON;CITROËN;BERLINGO HDI 1.6;2016;4x2;D;NULL;4100000
79;LEASING;FURGON;CITROËN;BERLINGO 1.6;2016;4x2;D;NULL;4100000
80;LEASING;FURGON;CITROËN;BERLINGO HDI 1.6;2015;4x2;D;NULL;3900000
81;LEASING;FURGON;PEUGEOT;BIPPER HDI 1.3;2015;4x2;D;NULL;4000000
82;LEASING;FURGON;PEUGEOT;BOXER HDI 2.2;2014;4x2;D;NULL;5100000
83;LEASING;FURGON;MERCEDES BENZ;VITO 113 CDI;2014;4x2;D;NULL;4900000
84;LEASING;FURGON;MERCEDES BENZ;VITO 113 CDI;2014;4x2;D;NULL;4900000
85;LEASING;FURGON;PEUGEOT;PARTNER ORIGIN VU HDI 1.6;2012;4x2;D;NULL;3700000
86;BFE;SUV/JEEP;MITSUBISHI;NEW OUTLANDER GL 2.4;2013;4x2;B;NULL;6100000
87;BFE;STATION WAGON;CHERY;TIGGO 3 GL 1.6;2018;4x2;B;NULL;4500000
88;BFE;STATION WAGON;CHERY;TIGGO DVVT 1.6;2017;4x2;B;NULL;3900000
89;PARTICULARES;SUV/JEEP;BAIC;X35 LUXURY 1.5 AT;2018;4x2;B;NULL;5300000
90;BFE;SEDAN;CHEVROLET;SAIL 1.5;2018;4x2;B;NULL;4200000
91;BFE;SEDAN;CHEVROLET;SAIL LT 1.5;2017;4x2;B;NULL;4500000
92;PARTICULARES;HATCHBACK;MAZDA;3 SPORT V 1.6;2013;4x2;B;NULL;4600000
94;BFE;SEDAN;HYUNDAI;ACCENT RB GL 1.4 AUT;2016;4x2;B;NULL;5300000
95;BFE;SEDAN;RENAULT;SYMBOL EXPRESSION 1.6;2016;4x2;B;NULL;3500000
96;BFE;HATCHBACK;HYUNDAI;EON GL 800 CC;2015;4x2;B;NULL;2900000
97;PARTICULARES;HATCHBACK;KIA MOTORS;MORNING EX 1.2;2014;4x2;B;NULL;3700000
98;BFE;SEDAN;HYUNDAI;SONATA 2.0;2011;4x2;B;NULL;4000000
99;BFE;SEDAN;PEUGEOT;208 ACTIVE 1.2;2013;4x2;B;NULL;4300000
100;PARTICULARES;SEDAN;NISSAN;VERSA SENSE 1.6;2013;4x2;B;NULL;4300000
101;BFE;HATCHBACK;SUZUKI;ALTO 800;2017;4x2;B;NULL;2800000
102;BFE;HATCHBACK;SUZUKI;ALTO 800;2016;4x2;B;NULL;2500000
103;BFE;HATCHBACK;SUZUKI;ALTO DLX 800CC;2015;4x2;B;NULL;2500000
1;LEASING;SEDAN;VOLVO;S60 T3 COMFORT 1.5;2019;4x2;B;NULL;14800000
2;AUTOMOTORAS;SEDAN;INFINITI;Q50 2.0 AUT;2017;4x2;B;NULL;11400000
3;PARTICULARES;SUV/JEEP;LAND ROVER;EVOQUE 2.0;2015;AWD;B;NULL;15800000
4;PARTICULARES;SUV/JEEP;JEEP;GRAND CHEROKEE 3.6 AUT;2015;4x4;B;NULL;14800000
5;PARTICULARES;SUV/JEEP;FORD;EXPLORER XLT 3.5 AUT;2016;4x2;B;NULL;11100000
6;AUTOMOTORAS;STATION WAGON;INFINITI;EX37 3.7 AUT;2014;4x4;B;NULL;10500000
8;LEASING;SEDAN;HYUNDAI;ELANTRA GLS 1.6 AT;2018;4x2;B;NULL;9900000
9;AUTOMOTORAS;STATION WAGON;PEUGEOT;2008 GT LINE 1.2 AT;2018;4x2;B;NULL;9900000
10;AUTOMOTORAS;HATCHBACK;PEUGEOT;308 ALLURE 1.2 AUT;2017;4x2;B;NULL;8400000
11;AUTOMOTORAS;HATCHBACK;PEUGEOT;308 ACTIVE 1.2;2018;4x2;B;NULL;7200000
12;LEASING;STATION WAGON;VOLKSWAGEN;GOLF VARIANT TDI 2.0;2017;4x2;D;NULL;8700000
13;AUTOMOTORAS;STATION WAGON;MAZDA;NEW 6 GT 2.5 AUT;2017;4x2;B;NULL;11100000
14;PARTICULARES;HATCHBACK;VOLVO;V40 D2 COMFORT;2015;4x2;D;NULL;8000000
15;LEASING;SUV/JEEP;MAZDA;CX9 GTX 4X4 3.7 AUT;2014;AWD;B;NULL;9000000
16;LEASING;STATION WAGON;FORD;EXPLORER 4X4 3.5;2014;4x4;B;NULL;10000000
17;PARTICULARES;STATION WAGON;CHEVROLET;ORLANDO LT 2.4 AUT;2017;4x2;B;NULL;7600000
18;LEASING;SUV/JEEP;MAHINDRA;XUV500 CRDE 2.2;2017;4x2;D;NULL;7000000
19;BFE;SUV/JEEP;JEEP;RENEGADE SPORT LX;2017;4x2;B;NULL;7300000
20;PARTICULARES;SUV/JEEP;JEEP;COMPASS LIMITED 4X4 2.4 AT;2015;4x4;B;NULL;6800000
21;BFE;SUV/JEEP;CHEVROLET;SPIN LTZ 1.8;2017;4x2;B;NULL;5400000
22;AUTOMOTORAS;HATCHBACK;PEUGEOT;208 ALLURE BLUEHDI 1.6;2018;4x2;D;NULL;7300000
23;AUTOMOTORAS;HATCHBACK;PEUGEOT;208 ALLURE BLUEHDI 1.6;2018;4x2;D;NULL;6900000
24;AUTOMOTORAS;HATCHBACK;PEUGEOT;208 ALLURE BLUEHDI 1.6;2018;4x2;D;NULL;6900000
25;AUTOMOTORAS;HATCHBACK;PEUGEOT;208 ALLURE BLUEHDI 1.6;2018;4x2;D;NULL;7100000
26;PARTICULARES;HATCHBACK;PEUGEOT;208 ACTIVE HDI 1.6;2017;4x2;D;NULL;6300000
27;AUTOMOTORAS;HATCHBACK;PEUGEOT;208 GT LINE 1.2 AUT;2016;4x2;B;NULL;6600000
28;AUTOMOTORAS;HATCHBACK;PEUGEOT;208 GT LINE 1.2 AUT;2016;4x2;B;NULL;6600000
29;PARTICULARES;SEDAN;MERCEDES BENZ;E 350;2012;4x2;B;NULL;9000000
30;PARTICULARES;HATCHBACK;VOLKSWAGEN;SCIROCCO 1.4;2015;4x2;B;NULL;8900000
31;PARTICULARES;HATCHBACK;FORD;FOCUS 2.0 AUT;2016;4x2;B;NULL;7000000
32;LEASING;SEDAN;TOYOTA;YARIS GLI 1.5;2016;4x2;B;NULL;5200000
33;PARTICULARES;SEDAN;PEUGEOT;301 ACTIVE HDI 1.6;2016;4x2;D;NULL;5500000
34;AUTOMOTORAS;SEDAN;PEUGEOT;301 VTI 1.6 AUT;2017;4x2;B;NULL;5600000
35;AUTOMOTORAS;SEDAN;PEUGEOT;301 VTI 1.6 AUT;2016;4x2;B;NULL;5500000
36;PARTICULARES;SEDAN;PEUGEOT;301 VTI 1.6;2016;4x2;B;NULL;5100000
37;BFE;MOTOS;BMW;R1200GS 1170 CC;2016;-;B;NULL;6900000
38;BFE;MOTOS;BMW;R1200GS 1170 CC;2016;-;B;NULL;6900000
39;BFE;MOTOS;BMW;R1200GS 1170 CC;2016;-;B;NULL;6900000
40;BFE;MOTOS;BMW;F800 GS;2016;-;B;NULL;5900000
41;LEASING;CAMIONETA;MAZDA;NEW BT 50 DCAB SDX 4X4 3.2 AUT;2017;4x4;D;NULL;12400000
43;LEASING;CAMIONETA;VOLKSWAGEN;AMAROK TRENDLINE TDI 4X4 2.0 AUT;2014;4x4;D;NULL;7800000
44;PARTICULARES;CAMIONETA;VOLKSWAGEN;AMAROK POWER PLUS 4X4 2.0;2014;4x4;D;NULL;8300000
45;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.4;2017;4x4;D;NULL;9400000
46;LEASING;CAMIONETA;NISSAN;NP300 DCAB 4X4 2.3;2016;4x4;D;NULL;9200000
47;LEASING;CAMIONETA;NISSAN;NP300 DCAB 4X4 2.3;2016;4x4;D;NULL;9000000
48;LEASING;CAMIONETA;NISSAN;NP300 DCAB 4X4 2.3;2016;4x4;D;NULL;9000000
49;LEASING;CAMIONETA;NISSAN;NP300 DCAB 4X4 2.3;2016;4x4;D;NULL;9200000
50;LEASING;CAMIONETA;NISSAN;NP300 DCAB 4X4 2.3;2016;4x4;D;NULL;9000000
